Profile Name,Start Time,Duration,Attributes,Title,Supplemental Video Type,Device Type,Bookmark,Latest Bookmark,Country
Banu,2023-04-17 03:15:27,00:09:51,,Florida Man: Mini Dizi: Zincir (Bölüm 3),,Samsung CE 2019 Muse-M UHD TV Smart TV,00:09:56,Not latest view,TR (Turkey)
Banu,2023-04-17 02:37:49,00:37:36,,Florida Man: Mini Dizi: Cehenneme Hoş Geldin Mike (Bölüm 2),,Samsung CE 2019 Muse-M UHD TV Smart TV,00:37:41,Not latest view,TR (Turkey)
Banu,2023-04-17 01:45:24,00:52:23,,Florida Man: Mini Dizi: Dünyadaki En Gerçek Yer (Bölüm 1),,Samsung CE 2019 Muse-M UHD TV Smart TV,00:52:23,Not latest view,TR (Turkey)
Banu,2023-04-17 01:45:04,00:00:09,,Fragman: Florida Man,TRAILER,Samsung CE 2019 Muse-M UHD TV Smart TV,00:00:09,00:00:09,TR (Turkey)
Banu,2023-04-17 00:18:52,00:02:19,,Fragman: Florida Man,TRAILER,Samsung CE 2019 Muse-M UHD TV Smart TV,00:02:19,Not latest view,TR (Turkey)
Banu,2023-04-17 00:16:34,00:02:16,,Mini Dizi (Fragman): Obsession,TRAILER,Samsung CE 2019 Muse-M UHD TV Smart TV,00:02:16,Not latest view,TR (Turkey)
Banu,2023-04-17 00:15:39,00:00:53,Autoplayed: user action: None; ,Tamirhane_hook_primary_16x9,HOOK,Samsung CE 2019 Muse-M UHD TV Smart TV,00:00:53,Not latest view,TR (Turkey)
Banu,2023-04-16 23:22:09,00:53:27,,MH370: Kaybolan Uçak: Mini Dizi: Kesinti (Bölüm 3),,Samsung CE 2019 Muse-M UHD TV Smart TV,00:53:27,Not latest view,TR (Turkey)
Banu,2023-04-16 22:23:16,00:02:16,,Mini Dizi (Fragman): Obsession,TRAILER,Samsung CE 2019 Muse-M UHD TV Smart TV,00:02:16,Not latest view,TR (Turkey)
Banu,2023-04-16 22:20:54,00:02:19,,Fragman: Florida Man,TRAILER,Samsung CE 2019 Muse-M UHD TV Smart TV,00:02:19,Not latest view,TR (Turkey)
Banu,2023-04-16 22:19:59,00:00:53,Autoplayed: user action: None; ,Tamirhane_hook_primary_16x9,HOOK,Samsung CE 2019 Muse-M UHD TV Smart TV,00:00:53,Not latest view,TR (Turkey)
Banu,2023-04-16 21:27:38,00:52:11,,MH370: Kaybolan Uçak: Mini Dizi: Kesinti (Bölüm 3),,Samsung CE 2019 Muse-M UHD TV Smart TV,00:53:27,Not latest view,TR (Turkey)
Banu,2023-04-16 21:25:51,00:01:33,,Fragman: Florida Man,TRAILER,Samsung CE 2019 Muse-M UHD TV Smart TV,00:01:33,Not latest view,TR (Turkey)
Banu,2023-04-16 21:24:56,00:00:53,Autoplayed: user action: None; ,Tamirhane_hook_primary_16x9,HOOK,Samsung CE 2019 Muse-M UHD TV Smart TV,00:00:53,Not latest view,TR (Turkey)
Banu,2023-04-16 20:31:33,00:53:22,,MH370: Kaybolan Uçak: Mini Dizi: Kesinti (Bölüm 3),,Samsung CE 2019 Muse-M UHD TV Smart TV,00:53:27,Not latest view,TR (Turkey)
Banu,2023-04-16 19:50:38,00:40:52,,MH370: Kaybolan Uçak: Mini Dizi: Kaçırılma (Bölüm 2),,Samsung CE 2019 Muse-M UHD TV Smart TV,00:40:57,00:40:57,TR (Turkey)
Banu,2023-04-16 18:26:49,01:00:21,,MH370: Kaybolan Uçak: Mini Dizi: Pilot (Bölüm 1),,Samsung CE 2019 Muse-M UHD TV Smart TV,00:57:52,00:57:52,TR (Turkey)
Banu,2023-04-16 18:26:28,00:00:06,Autoplayed: user action: None; ,Tamirhane_hook_05_16x9,HOOK,Samsung CE 2019 Muse-M UHD TV Smart TV,00:00:06,Not latest view,TR (Turkey)
Banu,2023-04-16 11:35:05,00:40:06,,MH370: Kaybolan Uçak: Mini Dizi: Pilot (Bölüm 1),,Samsung CE 2019 Muse-M UHD TV Smart TV,00:40:06,Not latest view,TR (Turkey)
Banu,2023-04-16 11:34:24,00:00:01,Autoplayed: user action: None; ,Çok Gizli UFO Projeleri: 1. Sezon: Mavi Kitap Projesinin Bilinmeyenleri (Bölüm 1),,Samsung CE 2019 Muse-M UHD TV Smart TV,00:00:01,Not latest view,TR (Turkey)
Banu,2023-04-16 10:11:53,00:01:45,,Mini Dizi (Fragman): Deniz Kurtlarının Adası,,Samsung CE 2019 Muse-M UHD TV Smart TV,00:01:45,Not latest view,TR (Turkey)
Banu,2023-04-16 10:10:42,00:01:09,,1. Sezon (Fragman): Uzaylıların Dünyaları,TRAILER,Samsung CE 2019 Muse-M UHD TV Smart TV,00:01:09,Not latest view,TR (Turkey)
Banu,2023-04-16 10:08:44,00:01:56,Autoplayed: user action: None; ,Mini Dizi (Fragman): Dünyanın En Harika Ulusal Parkları,TRAILER,Samsung CE 2019 Muse-M UHD TV Smart TV,00:01:56,Not latest view,TR (Turkey)
Banu,2023-04-16 09:24:34,00:44:09,,Çok Gizli UFO Projeleri: 1. Sezon: Hacklenip Sızdırılan Belgeler (Bölüm 4),,Samsung CE 2019 Muse-M UHD TV Smart TV,00:44:14,Not latest view,TR (Turkey)
Banu,2023-04-16 07:47:26,01:20:48,,Çok Gizli UFO Projeleri: 1. Sezon: Kod Adı Aurora (Bölüm 3),,Samsung CE 2019 Muse-M UHD TV Smart TV,00:43:54,Not latest view,TR (Turkey)
Banu,2023-04-16 07:30:53,00:03:58,Autoplayed: user action: User_Interaction; ,Çok Gizli UFO Projeleri: 1. Sezon: Kod Adı Aurora (Bölüm 3),,Samsung CE 2019 Muse-M UHD TV Smart TV,00:04:03,Not latest view,TR (Turkey)
Banu,2023-04-16 06:42:06,00:48:25,Autoplayed: user action: User_Interaction; ,Çok Gizli UFO Projeleri: 1. Sezon: Beyaz Saray Önderliğinde Örtbas (Bölüm 2),,Samsung CE 2019 Muse-M UHD TV Smart TV,00:42:07,00:42:07,TR (Turkey)
Banu,2023-04-16 05:58:24,00:43:39,,Çok Gizli UFO Projeleri: 1. Sezon: Mavi Kitap Projesinin Bilinmeyenleri (Bölüm 1),,Samsung CE 2019 Muse-M UHD TV Smart TV,00:43:39,Not latest view,TR (Turkey)
Banu,2023-04-16 05:58:00,00:00:08,Autoplayed: user action: None; ,1. Sezon (Fragman): Çok Gizli UFO Projeleri,TRAILER,Samsung CE 2019 Muse-M UHD TV Smart TV,00:00:08,Not latest view,TR (Turkey)
Banu,2023-04-16 05:57:47,00:00:10,Autoplayed: user action: None; ,Mini Dizi (Fragman): Ölümden Sonra Yaşam Var mı?,TRAILER,Samsung CE 2019 Muse-M UHD TV Smart TV,00:00:10,00:00:10,TR (Turkey)
Banu,2023-04-16 05:56:33,00:00:56,Autoplayed: user action: None; ,3. Cilt (Fragman): Unsolved Mysteries,TRAILER,Samsung CE 2019 Muse-M UHD TV Smart TV,00:00:56,Not latest view,TR (Turkey)
Banu,2023-04-16 05:56:12,00:00:09,Autoplayed: user action: None; ,3. Cilt (Kısa Video): Unsolved Mysteries,HOOK,Samsung CE 2019 Muse-M UHD TV Smart TV,00:00:09,Not latest view,TR (Turkey)
Banu,2023-04-16 05:55:58,00:00:05,Autoplayed: user action: None; ,1. Sezon (Kısa Video): Murdaugh Cinayetleri: Güney Carolina'da Bir Skandal,HOOK,Samsung CE 2019 Muse-M UHD TV Smart TV,00:00:05,Not latest view,TR (Turkey)
Banu,2023-04-16 05:55:48,00:00:05,Autoplayed: user action: None; ,Mini Dizi (Kısa Video): İnsan Avı: Boston Maratonu Bombalı Saldırısı,HOOK,Samsung CE 2019 Muse-M UHD TV Smart TV,00:00:05,Not latest view,TR (Turkey)
Banu,2023-04-16 05:55:18,00:00:12,Autoplayed: user action: None; ,Brave Blue World: Racing to Solve Our Water Crisis_hook_04_16x9,HOOK,Samsung CE 2019 Muse-M UHD TV Smart TV,00:00:12,00:00:12,TR (Turkey)
Banu,2023-04-16 05:55:03,00:00:13,Autoplayed: user action: None; ,Maria'dan Sonra (Fragman),TRAILER,Samsung CE 2019 Muse-M UHD TV Smart TV,00:00:13,00:00:13,TR (Turkey)
Banu,2023-04-16 05:54:46,00:00:07,Autoplayed: user action: None; ,Fil Dişi Oyunu (Fragman),TRAILER,Samsung CE 2019 Muse-M UHD TV Smart TV,00:00:07,00:00:07,TR (Turkey)
Banu,2023-04-16 05:54:38,00:00:06,Autoplayed: user action: None; ,Tanıtım Fragmanı: Filler Aşkına,TEASER_TRAILER,Samsung CE 2019 Muse-M UHD TV Smart TV,00:00:06,00:00:06,TR (Turkey)
Banu,2023-04-16 05:54:15,00:00:17,Autoplayed: user action: None; ,Four Seasons In Rural Sicily_hook_01_16x9,HOOK,Samsung CE 2019 Muse-M UHD TV Smart TV,00:00:17,00:00:17,TR (Turkey)
Banu,2023-04-16 05:54:04,00:00:08,Autoplayed: user action: None; ,The Minimalists: Less Is Now (Fragman),TRAILER,Samsung CE 2019 Muse-M UHD TV Smart TV,00:00:08,00:00:08,TR (Turkey)
Banu,2023-04-16 05:53:35,00:00:27,Autoplayed: user action: None; ,Işığın Masalları (Fragman),TRAILER,Samsung CE 2019 Muse-M UHD TV Smart TV,00:00:27,00:00:27,TR (Turkey)
Banu,2023-04-16 05:53:23,00:00:04,Autoplayed: user action: None; ,Season 2 (Trailer): Magical Andes,TRAILER,Samsung CE 2019 Muse-M UHD TV Smart TV,00:00:04,00:00:04,TR (Turkey)
Banu,2023-04-16 05:53:16,00:00:04,Autoplayed: user action: None; ,72 Tehlikeli Hayvan: Latin Amerika (Fragman),TRAILER,Samsung CE 2019 Muse-M UHD TV Smart TV,00:00:05,00:00:05,TR (Turkey)
Banu,2023-04-16 05:53:06,00:00:05,Autoplayed: user action: None; ,The Game Changers_hook_04_16x9,HOOK,Samsung CE 2019 Muse-M UHD TV Smart TV,00:00:05,00:00:05,TR (Turkey)
Banu,2023-04-15 20:23:30,01:31:20,,Hubie'nin Cadılar Bayramı,,Samsung CE 2019 Muse-M UHD TV Smart TV,01:31:21,01:31:21,TR (Turkey)
Banu,2023-04-15 20:23:18,00:00:10,Autoplayed: user action: None; ,Hubie Halloween - Baseline Clip 3,HOOK,Samsung CE 2019 Muse-M UHD TV Smart TV,00:00:10,00:00:10,TR (Turkey)
Banu,2023-04-15 20:23:07,00:00:04,Autoplayed: user action: None; ,Fragman: I Care a Lot,TRAILER,Samsung CE 2019 Muse-M UHD TV Smart TV,00:00:04,Not latest view,TR (Turkey)
Banu,2023-04-15 20:22:52,00:00:08,Autoplayed: user action: None; ,Year One_hook_primary_16x9,HOOK,Samsung CE 2019 Muse-M UHD TV Smart TV,00:00:08,00:00:08,TR (Turkey)
Banu,2023-04-15 20:22:22,00:00:27,Autoplayed: user action: None; ,Fragman: Tanrı'nın Lütfu,TRAILER,Samsung CE 2019 Muse-M UHD TV Smart TV,00:00:27,Not latest view,TR (Turkey)
Banu,2023-04-15 20:22:15,00:00:04,Autoplayed: user action: None; ,Ace Ventura: Pet Detective_hook_primary_16x9,HOOK,Samsung CE 2019 Muse-M UHD TV Smart TV,00:00:04,00:00:04,TR (Turkey)
Banu,2023-04-15 08:09:18,01:18:41,,Yanlış Missy,,Samsung CE 2019 Muse-M UHD TV Smart TV,01:18:41,01:18:41,TR (Turkey)
Banu,2023-04-15 08:08:47,00:00:29,Autoplayed: user action: None; ,The Wrong Missy PVS Trailer C,TRAILER,Samsung CE 2019 Muse-M UHD TV Smart TV,00:00:29,Not latest view,TR (Turkey)
Banu,2023-04-15 08:08:20,00:00:04,Autoplayed: user action: None; ,The Keepers (Fragman),TRAILER,Samsung CE 2019 Muse-M UHD TV Smart TV,00:00:05,00:00:05,TR (Turkey)
Banu,2023-04-15 08:07:50,00:00:04,Autoplayed: user action: None; ,Fragman: Florida Man,TRAILER,Samsung CE 2019 Muse-M UHD TV Smart TV,00:00:04,Not latest view,TR (Turkey)
Banu,2023-04-15 08:07:30,00:00:08,Autoplayed: user action: None; ,BRONX_CLIP_VILLAIN,HOOK,Samsung CE 2019 Muse-M UHD TV Smart TV,00:00:08,00:00:08,TR (Turkey)
Banu,2023-04-15 08:07:12,00:00:07,Autoplayed: user action: None; ,THECALL_CLIP_GENRE,HOOK,Samsung CE 2019 Muse-M UHD TV Smart TV,00:00:07,00:00:07,TR (Turkey)
Banu,2023-04-15 06:33:20,01:33:32,,Cici Babam,,Samsung CE 2019 Muse-M UHD TV Smart TV,01:33:32,01:33:32,TR (Turkey)
Banu,2023-04-15 06:33:06,00:00:07,Autoplayed: user action: None; ,Couples Retreat_hook_primary_16x9,HOOK,Samsung CE 2019 Muse-M UHD TV Smart TV,00:00:07,Not latest view,TR (Turkey)
Banu,2023-04-15 06:32:57,00:00:05,Autoplayed: user action: None; ,Vahşi Kırlar (Fragman),TRAILER,Samsung CE 2019 Muse-M UHD TV Smart TV,00:00:07,00:00:07,TR (Turkey)
Banu,2023-04-15 06:32:44,00:00:11,Autoplayed: user action: None; ,BRONX_CLIP_VILLAIN,HOOK,Samsung CE 2019 Muse-M UHD TV Smart TV,00:00:11,Not latest view,TR (Turkey)
Banu,2023-04-15 06:32:34,00:00:07,Autoplayed: user action: None; ,Another Self: Season 1 - CLM 7,HOOK,Samsung CE 2019 Muse-M UHD TV Smart TV,00:00:07,00:00:07,TR (Turkey)
Banu,2023-04-15 06:32:09,00:00:21,Autoplayed: user action: None; ,1. Sezon (Fragman): The Night Agent,TRAILER,Samsung CE 2019 Muse-M UHD TV Smart TV,00:00:21,Not latest view,TR (Turkey)
Banu,2023-04-15 06:32:02,00:00:04,Autoplayed: user action: None; ,Love (Fragman),TRAILER,Samsung CE 2019 Muse-M UHD TV Smart TV,00:00:04,00:00:04,TR (Turkey)
Banu,2023-04-15 06:31:52,00:00:08,Autoplayed: user action: None; ,Brooklyn Nine-Nine: Season 1_hook_primary_16x9,HOOK,Samsung CE 2019 Muse-M UHD TV Smart TV,00:00:08,00:00:08,TR (Turkey)
Banu,2023-04-15 06:31:42,00:00:07,Autoplayed: user action: None; ,Elektra_hook_primary_16x9,HOOK,Samsung CE 2019 Muse-M UHD TV Smart TV,00:00:07,00:00:07,TR (Turkey)
Banu,2023-04-15 06:30:42,00:00:57,Autoplayed: user action: None; ,Mini Dizi (Kısa Video): Obsession,HOOK,Samsung CE 2019 Muse-M UHD TV Smart TV,00:00:57,00:00:57,TR (Turkey)
Banu,2023-04-15 06:30:17,00:00:21,Autoplayed: user action: None; ,Fragman: Yedi Kral Ölmeli,TRAILER,Samsung CE 2019 Muse-M UHD TV Smart TV,00:00:21,Not latest view,TR (Turkey)
Banu,2023-04-13 22:47:10,00:01:55,,Fragman: İnsan Avı: Boston Maratonu Bombalı Saldırısı,TRAILER,Samsung CE 2019 Muse-M UHD TV Smart TV,00:01:55,Not latest view,TR (Turkey)
Banu,2023-04-13 22:44:52,00:02:16,,Mini Dizi (Fragman): Obsession,TRAILER,Samsung CE 2019 Muse-M UHD TV Smart TV,00:02:16,Not latest view,TR (Turkey)
Banu,2023-04-13 22:42:28,00:02:21,,Fragman: Murder Mystery 2,TRAILER,Samsung CE 2019 Muse-M UHD TV Smart TV,00:02:21,00:02:21,TR (Turkey)
Banu,2023-04-13 21:12:04,01:30:21,Autoplayed: user action: User_Interaction; ,Murder Mystery,,Samsung CE 2019 Muse-M UHD TV Smart TV,01:30:21,01:30:21,TR (Turkey)
Banu,2023-04-13 21:11:57,00:00:04,,Murder Mystery (Fragman),TRAILER,Samsung CE 2019 Muse-M UHD TV Smart TV,00:00:04,00:00:04,TR (Turkey)
Banu,2023-04-13 19:52:27,01:19:28,,Murder Mystery 2,,Samsung CE 2019 Muse-M UHD TV Smart TV,01:19:28,01:19:28,TR (Turkey)
Banu,2023-04-13 19:52:15,00:00:07,Autoplayed: user action: None; ,Murder Mystery,,Samsung CE 2019 Muse-M UHD TV Smart TV,00:00:07,Not latest view,TR (Turkey)
Banu,2023-04-12 16:04:52,00:38:59,Autoplayed: user action: None; ,Harry ve Meghan: Mini Dizi: 3. Bölüm (Bölüm 3),,Samsung CE 2019 Muse-M UHD TV Smart TV,00:39:03,Not latest view,TR (Turkey)
Banu,2023-04-12 15:12:21,00:52:28,,Harry ve Meghan: Mini Dizi: 2. Bölüm (Bölüm 2),,Samsung CE 2019 Muse-M UHD TV Smart TV,00:52:32,Not latest view,TR (Turkey)
Banu,2023-04-12 14:56:41,00:15:38,Autoplayed: user action: User_Interaction; ,Harry ve Meghan: Mini Dizi: 1. Bölüm (Bölüm 1),,Samsung CE 2019 Muse-M UHD TV Smart TV,00:53:20,Not latest view,TR (Turkey)
Banu,2023-04-12 07:52:33,00:37:46,,Harry ve Meghan: Mini Dizi: 1. Bölüm (Bölüm 1),,Samsung CE 2019 Muse-M UHD TV Smart TV,00:37:46,Not latest view,TR (Turkey)
Banu,2023-04-12 07:33:14,00:19:07,,Harry ve Meghan: Mini Dizi: 3. Bölüm (Bölüm 3),,Samsung CE 2019 Muse-M UHD TV Smart TV,00:19:11,Not latest view,TR (Turkey)
Banu,2023-04-12 06:40:44,00:52:28,,Harry ve Meghan: Mini Dizi: 2. Bölüm (Bölüm 2),,Samsung CE 2019 Muse-M UHD TV Smart TV,00:52:32,Not latest view,TR (Turkey)
Banu,2023-04-12 05:47:22,00:53:20,,Harry ve Meghan: Mini Dizi: 1. Bölüm (Bölüm 1),,Samsung CE 2019 Muse-M UHD TV Smart TV,00:53:20,Not latest view,TR (Turkey)
Banu,2023-04-12 05:47:06,00:00:05,Autoplayed: user action: None; ,2. Fragman: Harry ve Meghan,TRAILER,Samsung CE 2019 Muse-M UHD TV Smart TV,00:00:05,Not latest view,TR (Turkey)
Banu,2023-04-12 05:46:56,00:00:05,Autoplayed: user action: None; ,Efsane Soygun: Kayıp Hırsızlar (Kısa Video): Efsane Soygun: Kayıp Hırsızlar,HOOK,Samsung CE 2019 Muse-M UHD TV Smart TV,00:00:05,00:00:05,TR (Turkey)
Banu,2023-04-12 05:46:39,00:00:05,Autoplayed: user action: None; ,Mini Dizi (Kısa Video): Birgit Meier'a Ne Oldu?,HOOK,Samsung CE 2019 Muse-M UHD TV Smart TV,00:00:05,00:00:05,TR (Turkey)
Banu,2023-04-12 05:46:24,00:00:07,Autoplayed: user action: None; ,1. Sezon (Kısa Video): Evcil Hayvanların Gizli Yetenekleri,HOOK,Samsung CE 2019 Muse-M UHD TV Smart TV,00:00:07,Not latest view,TR (Turkey)
Banu,2023-04-12 05:45:37,00:00:07,Autoplayed: user action: None; ,Kısa Video: Transatlantik: Kamera Arkası,HOOK,Samsung CE 2019 Muse-M UHD TV Smart TV,00:00:07,Not latest view,TR (Turkey)
Banu,2023-04-12 05:45:06,00:00:14,Autoplayed: user action: None; ,Mini Dizi (Fragman): Öldürme Güdüsü,TRAILER,Samsung CE 2019 Muse-M UHD TV Smart TV,00:00:14,Not latest view,TR (Turkey)
Banu,2023-04-12 05:44:43,00:00:04,Autoplayed: user action: None; ,Human: The World Within: Season 1 - CLM 2,HOOK,Samsung CE 2019 Muse-M UHD TV Smart TV,00:00:04,Not latest view,TR (Turkey)
Banu,2023-04-12 05:43:59,00:00:12,Autoplayed: user action: None; ,3. Cilt (3. Kısa Video): Unsolved Mysteries,HOOK,Samsung CE 2019 Muse-M UHD TV Smart TV,00:00:12,00:00:12,TR (Turkey)
Banu,2023-04-12 05:34:44,00:01:06,Autoplayed: user action: None; ,Infiesto (Kısa Video): Infiesto,HOOK,Samsung CE 2019 Muse-M UHD TV Smart TV,00:01:07,Not latest view,TR (Turkey)
Banu,2023-04-12 05:30:25,00:03:59,,Şimdilik Her Şey Yolunda: 1. Sezon: Truva Atı (Bölüm 6),,Samsung CE 2019 Muse-M UHD TV Smart TV,00:04:04,00:04:04,TR (Turkey)
Banu,2023-04-12 04:54:53,00:35:30,,Şimdilik Her Şey Yolunda: 1. Sezon: Kırılma Noktası (Bölüm 5),,Samsung CE 2019 Muse-M UHD TV Smart TV,00:35:35,00:35:35,TR (Turkey)
Banu,2023-04-12 04:22:02,00:30:42,,Şimdilik Her Şey Yolunda: 1. Sezon: Plan (Bölüm 4),,Samsung CE 2019 Muse-M UHD TV Smart TV,00:30:48,00:30:48,TR (Turkey)
Banu,2023-04-12 03:48:47,00:33:13,,Şimdilik Her Şey Yolunda: 1. Sezon: Fısıltı Gazetesi (Bölüm 3),,Samsung CE 2019 Muse-M UHD TV Smart TV,00:33:18,00:33:18,TR (Turkey)
Banu,2023-04-12 03:19:07,00:29:38,,Şimdilik Her Şey Yolunda: 1. Sezon: Borç (Bölüm 2),,Samsung CE 2019 Muse-M UHD TV Smart TV,00:29:43,00:29:43,TR (Turkey)
Banu,2023-04-12 02:50:29,00:28:05,,Şimdilik Her Şey Yolunda: 1. Sezon: Bu Aramızda Kalacak (Bölüm 1),,Samsung CE 2019 Muse-M UHD TV Smart TV,00:28:05,00:28:05,TR (Turkey)
Banu,2023-04-12 02:50:09,00:00:16,Autoplayed: user action: None; ,1. Sezon (Kısa Video): Şimdilik Her Şey Yolunda,HOOK,Samsung CE 2019 Muse-M UHD TV Smart TV,00:00:16,00:00:16,TR (Turkey)
Banu,2023-04-11 20:27:53,02:17:38,Autoplayed: user action: User_Interaction; ,Açlık,,Samsung CE 2019 Muse-M UHD TV Smart TV,02:17:38,02:17:38,TR (Turkey)
Banu,2023-04-11 06:54:05,00:03:02,,The Family: Mini Dizi: Yeni Dünya Düzeni (Bölüm 3),,Samsung CE 2019 Muse-M UHD TV Smart TV,00:03:07,00:03:07,TR (Turkey)
Banu,2023-04-11 06:02:18,00:51:45,,The Family: Mini Dizi: Seçilmiş (Bölüm 2),,Samsung CE 2019 Muse-M UHD TV Smart TV,00:51:50,00:51:50,TR (Turkey)
Banu,2023-04-11 05:15:33,00:46:42,,The Family: Mini Dizi: Batış (Bölüm 1),,Samsung CE 2019 Muse-M UHD TV Smart TV,00:46:42,00:46:42,TR (Turkey)
Banu,2023-04-11 05:15:16,00:00:14,Autoplayed: user action: None; ,The Family (Fragman),TRAILER,Samsung CE 2019 Muse-M UHD TV Smart TV,00:00:14,00:00:14,TR (Turkey)
Banu,2023-04-11 04:50:11,00:24:51,,Waco: Amerikan Kıyameti: Mini Dizi: Tanrı'nın Çocukları (Bölüm 2),,Samsung CE 2019 Muse-M UHD TV Smart TV,00:24:55,00:24:55,TR (Turkey)
Banu,2023-04-11 03:58:27,00:51:15,,Waco: Amerikan Kıyameti: Mini Dizi: Başlangıçta… (Bölüm 1),,Samsung CE 2019 Muse-M UHD TV Smart TV,00:49:20,00:49:20,TR (Turkey)
Banu,2023-04-11 03:57:36,00:00:45,Autoplayed: user action: None; ,Mini Dizi (Kısa Video): Waco: Amerikan Kıyameti,HOOK,Samsung CE 2019 Muse-M UHD TV Smart TV,00:00:45,00:00:45,TR (Turkey)
Banu,2023-04-11 03:57:25,00:00:05,Autoplayed: user action: None; ,Mini Dizi (Kısa Video): Dönüm Noktası: 11 Eylül ve Terörle Mücadele,HOOK,Samsung CE 2019 Muse-M UHD TV Smart TV,00:00:05,Not latest view,TR (Turkey)
Banu,2023-04-11 03:57:17,00:00:06,Autoplayed: user action: None; ,1. Sezon (2. Kısa Video): Öfkeli Dünya,HOOK,Samsung CE 2019 Muse-M UHD TV Smart TV,00:00:06,00:00:06,TR (Turkey)
Banu,2023-04-11 03:57:01,00:00:14,Autoplayed: user action: None; ,Kısa Video: Transatlantik: Kamera Arkası,HOOK,Samsung CE 2019 Muse-M UHD TV Smart TV,00:00:14,Not latest view,TR (Turkey)
Banu,2023-04-11 03:56:44,00:00:12,Autoplayed: user action: None; ,3. Cilt (2. Kısa Video): Unsolved Mysteries,HOOK,Samsung CE 2019 Muse-M UHD TV Smart TV,00:00:12,Not latest view,TR (Turkey)
Banu,2023-04-11 03:55:15,00:00:09,,Chupa,,Samsung CE 2019 Muse-M UHD TV Smart TV,00:00:09,Not latest view,TR (Turkey)
Banu,2023-04-11 03:54:20,00:00:35,Autoplayed: user action: None; ,Chupa (Kısa Video): Chupa,HOOK,Samsung CE 2019 Muse-M UHD TV Smart TV,00:00:35,00:00:35,TR (Turkey)
Banu,2023-04-10 09:12:20,00:00:04,Autoplayed: user action: None; ,Transatlantik: Mini Dizi: Dönüş Yolu Yok (Bölüm 4),,Xiaomi aquaman Streaming Stick,00:00:09,00:00:09,TR (Turkey)
Banu,2023-04-10 08:28:17,00:44:00,,Transatlantik: Mini Dizi: Issızlık (Bölüm 3),,Xiaomi aquaman Streaming Stick,00:44:06,00:44:06,TR (Turkey)
Banu,2023-04-10 07:45:46,00:42:27,,Transatlantik: Mini Dizi: Tarih Meleği (Bölüm 2),,Xiaomi aquaman Streaming Stick,00:42:33,00:42:33,TR (Turkey)
Banu,2023-04-10 06:59:03,00:46:40,,Transatlantik: Mini Dizi: Görünmeyen El İlkesi (Bölüm 1),,Xiaomi aquaman Streaming Stick,00:46:40,00:46:40,TR (Turkey)
Banu,2023-04-10 06:58:45,00:00:08,Autoplayed: user action: None; ,Mini Dizi (Kısa Video): Transatlantik,HOOK,Xiaomi aquaman Streaming Stick,00:00:08,Not latest view,TR (Turkey)
Banu,2023-04-10 06:58:36,00:00:05,Autoplayed: user action: None; ,5. Sezon (Kısa Video): The Crown,HOOK,Xiaomi aquaman Streaming Stick,00:00:05,Not latest view,TR (Turkey)
Banu,2023-04-10 06:58:05,00:00:08,Autoplayed: user action: None; ,Airplane!_hook_03_16x9,HOOK,Xiaomi aquaman Streaming Stick,00:00:08,00:00:08,TR (Turkey)
Banu,2023-04-10 06:57:44,00:00:05,Autoplayed: user action: None; ,La trinchera infinita_hook_05_16x9,HOOK,Xiaomi aquaman Streaming Stick,00:00:05,00:00:05,TR (Turkey)
Banu,2023-04-10 06:57:25,00:00:07,Autoplayed: user action: None; ,1. Sezon (Kısa Video): The Night Agent,HOOK,Xiaomi aquaman Streaming Stick,00:00:07,Not latest view,TR (Turkey)
Banu,2023-04-10 06:57:09,00:00:08,Autoplayed: user action: None; ,The Fall: Series 1_hook_primary_16x9,HOOK,Xiaomi aquaman Streaming Stick,00:00:08,Not latest view,TR (Turkey)
Banu,2023-04-10 06:56:49,00:00:12,Autoplayed: user action: None; ,To the Lake: Season 1_hook_primary_16x9,HOOK,Xiaomi aquaman Streaming Stick,00:00:12,00:00:12,TR (Turkey)
Banu,2023-04-10 06:56:37,00:00:05,Autoplayed: user action: None; ,3. Sezon (Kısa Video): Lost in Space,HOOK,Xiaomi aquaman Streaming Stick,00:00:05,Not latest view,TR (Turkey)
Banu,2023-04-10 06:56:27,00:00:07,Autoplayed: user action: None; ,6. Sezon Tanıtım Fragmanı: Son,TEASER_TRAILER,Xiaomi aquaman Streaming Stick,00:00:07,Not latest view,TR (Turkey)
Banu,2023-04-10 06:56:16,00:00:07,Autoplayed: user action: None; ,Salvation: Season 2_hook_primary_16x9,HOOK,Xiaomi aquaman Streaming Stick,00:00:07,00:00:07,TR (Turkey)
Banu,2023-04-10 06:56:05,00:00:04,Autoplayed: user action: None; ,Escape Plan_hook_primary_16x9,HOOK,Xiaomi aquaman Streaming Stick,00:00:04,00:00:04,TR (Turkey)
Banu,2023-04-10 06:55:50,00:00:08,Autoplayed: user action: None; ,Season 1 Cliffhanger Clip (P.I.): Life After Death with Tyler Henry,,Xiaomi aquaman Streaming Stick,00:00:08,00:00:08,TR (Turkey)
Banu,2023-04-10 06:48:19,00:01:24,Autoplayed: user action: None; ,2. Sezon (Kısa Video): Vikings: Valhalla,HOOK,Xiaomi aquaman Streaming Stick,00:01:24,00:01:24,TR (Turkey)
Banu,2023-04-10 05:04:33,00:01:24,Autoplayed: user action: None; ,2. Sezon (Kısa Video): Vikings: Valhalla,HOOK,Xiaomi aquaman Streaming Stick,00:01:24,Not latest view,TR (Turkey)
